subclass_id,subclass,event_type_id,name,Country classification,Group
23,|Horse Racing|,43423,FLORENCE,ROW,8
23,|Horse Racing|,43424,GARTHORPE,ROW,8
23,|Horse Racing|,43425,GROSSETO,ROW,8
23,|Horse Racing|,43426,HONG KONG,ROW,8
23,|Horse Racing|,43427,KINGSTON,ROW,8
23,|Horse Racing|,43428,KYOTO,ROW,8
23,|Horse Racing|,43429,LA BAULE,FRA,2
23,|Horse Racing|,43430,LASARTE,ROW,8
23,|Horse Racing|,43431,MILAN,ROW,8
23,|Horse Racing|,43432,NAKAYAMA,ROW,8
23,|Horse Racing|,43433,NAPLES,ROW,8
23,|Horse Racing|,43434,PISA,ROW,8
23,|Horse Racing|,43435,ROME,ROW,8
23,|Horse Racing|,43436,SALON DE PR,FRA,2
23,|Horse Racing|,43437,SINGAPORE,ROW,8
23,|Horse Racing|,43438,TURIN,ROW,8
23,|Horse Racing|,43439,VARESE,ROW,8
23,|Horse Racing|,43445,CAGNES-SUR-MER,FRA,2
23,|Horse Racing|,43683,OSTENDE,ROW,8
23,|Horse Racing|,44002,CASABLANCA,ROW,8
23,|Horse Racing|,44088,MERANO,ROW,8
23,|Horse Racing|,44116,ARMIDALE,ROW,8
23,|Horse Racing|,44292,HONZRATH,ROW,8
23,|Horse Racing|,44293,LEIPZIG,ROW,8
23,|Horse Racing|,44294,BEAUDESART,ROW,8
23,|Horse Racing|,44295,FAIRFIELD,ROW,8
23,|Horse Racing|,44450,AQUEDUCT.,US1,3
23,|Horse Racing|,44451,BELMONT PARK.,US1,3
23,|Horse Racing|,44452,FINGER LAKES.,US1,3
23,|Horse Racing|,44453,GULFSTREAM.,US1,3
23,|Horse Racing|,44454,LAUREL PARK.,US2,4
23,|Horse Racing|,44455,MAHONING VALLEY.,ROW,8
23,|Horse Racing|,44456,TAMPA BAY.,US2,4
23,|Horse Racing|,44457,SARATOGA.,US1,3
23,|Horse Racing|,44458,TURF PARADISE.,US3,5
23,|Horse Racing|,44459,WOODBINE.,US2,4
23,|Horse Racing|,44536,CONCEPCION,ROW,8
23,|Horse Racing|,44699,SAM HOUSTON.,US3,5
23,|Horse Racing|,44767,ALBUQUERQUE,US3,5
23,|Horse Racing|,44772,ASCOT (AU),ROW,8
23,|Horse Racing|,44773,SAINT-MORITZ,ROW,8
23,|Horse Racing|,44778,ARAPAHOE,ROW,8
23,|Horse Racing|,44779,ASSINIBOIA,ROW,8
23,|Horse Racing|,44780,CANTERBURY PARK,ROW,8
23,|Horse Racing|,44781,MOUNTAINEER,US3,5
23,|Horse Racing|,44782,NORTHLANDS PARK,ROW,8
23,|Horse Racing|,44783,RUIDOSO DOWNS,US3,5
23,|Horse Racing|,44784,SUNRAY PARK,US3,5
23,|Horse Racing|,44785,BANGALORE,ROW,8
23,|Horse Racing|,44786,HYDERABAD,ROW,8
23,|Horse Racing|,44787,KOLKATA,ROW,8
23,|Horse Racing|,44788,MUMBAI,ROW,8
23,|Horse Racing|,44789,PUNE,ROW,8
23,|Horse Racing|,44893,WILL ROGERS.,US3,5
23,|Horse Racing|,45019,COBRAM,ROW,8
23,|Horse Racing|,45072,CHOLET,ROW,8
23,|Horse Racing|,45163,PERCY WARNER,ROW,8
23,|Horse Racing|,45205,PRESQUE ISLE DOWNS.,US3,5
23,|Horse Racing|,45239,ALBUQUERQUE.,US3,5
23,|Horse Racing|,45240,ARAPAHOE.,ROW,8
23,|Horse Racing|,45241,ASSINIBOIA.,ROW,8
23,|Horse Racing|,45242,CANTERBURY PARK.,ROW,8
23,|Horse Racing|,45243,ELLIS PARK.,ROW,8
23,|Horse Racing|,45244,EMERALD DOWNS.,US3,5
23,|Horse Racing|,45246,EVANGELINE.,US3,5
23,|Horse Racing|,45247,FONNER PARK.,ROW,8
